release_speed,d,m_b,wave_amplitude,wave_period,wave_direction,winch_offset_x,winch_offset_y
0.9089557691502705,0.03274549068260848,767.1210312013293,0.4993750186196802,9.988227831514044,-56.195150291182706,-0.845142462748794,1.901741961840381
0.6052580114281779,0.040177956152170693,984.4380296365113,1.5334786630296913,7.669516859989917,-24.351213629859373,-3.1804267748534163,3.2215951597769035
1.1227947662272229,0.025034579950454425,482.58553242011124,2.4499959410417023,7.1552390324893285,-34.5476834282922,-1.9963372530493628,-1.4866401401652753
0.6113782888012091,0.03591484556531477,622.9991849440945,1.3854193211251067,7.4807138134915565,-10.536860144795526,-0.3430952694884768,4.504061283445724
0.18179805623258233,0.033212923878609746,517.9566628308629,3.2785001104434968,12.733759811833066,-41.57033608400835,-2.6533636686313606,-0.08372674933531421
1.4748498414197342,0.0478857032892247,559.4960234699663,1.990162584534353,15.0209675248256,29.689280195632193,2.826565202621227,0.08895898700871907
1.2255563286804378,0.04206385828842093,1362.0013769628733,3.4296502921868277,12.401634452812232,-32.995914427332075,3.9118543276717084,4.777408871122255
0.774468973928079,0.04537617572677061,657.9030450280852,1.904559821507041,11.541449629776192,-25.80996646382205,-2.1956545133101484,-0.9706248571770031
0.10639242939998966,0.023945309012212125,1341.6118925888188,0.850562370342026,7.871147770679007,23.767385874227173,4.973176915897559,3.4489339195344204
0.5400654462178072,0.03852265147493392,1169.125458874664,3.7016342651289555,15.963300780279164,63.760687841864495,1.8053709809573402,-0.7229872761383014
0.7533745130442707,0.03407220574811998,1232.7896942300094,0.5720687863043841,8.872160990858267,-2.4526076867451962,0.4097050811754439,-2.5577346537814236
1.3571777438669121,0.03228079291089228,1452.7153184593026,2.684424782183808,8.944230465553247,50.892702241282905,-4.912689011143485,-1.5787853241398606
0.3561682793153157,0.026774153160299206,1468.2299114681923,2.1493098609338985,15.386427413661549,83.92565894892581,-2.40823374518244,4.628852952831535
0.13887185918059858,0.04968636054224294,548.2595774678432,0.9470685258123548,6.612951129730813,-22.280855392223643,-1.056972036229201,3.974704579400596
0.7421457590773636,0.04887159143858792,417.3484082559115,3.6268108215056123,13.530185058770599,-48.86879165088961,2.695988370028112,1.546586394912195
